latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
39.71490935000001,-105.11522518055556,1693.7122,0.53917,163,2019,0.999335,-37.769
39.71490933333334,-105.11522513611109,1693.7165,0.53889,163,2019,0.999335,-38.187
39.71490938333335,-105.11522514166666,1693.7201,0.53861,163,2019,0.999335,-38.495
39.71490939166668,-105.11522513888887,1693.7203,0.53833,163,2019,0.999335,-38.446
39.71490936944445,-105.11522513333331,1693.7188,0.53806,163,2019,0.999335,-38.538
39.71490933055556,-105.11522514444444,1693.7138,0.53778,163,2019,0.999335,-38.817
39.71490934166666,-105.11522514722222,1693.716,0.53750,163,2019,0.999335,-38.884
39.71490934166666,-105.11522516944443,1693.7231,0.53722,163,2019,0.999335,-39.171
39.71490936388889,-105.11522513888887,1693.7212,0.53694,163,2019,0.999335,-39.844
39.71490936944445,-105.11522516388887,1693.7175,0.53667,163,2019,0.999335,-40.291
39.71490939166668,-105.11522510555554,1693.7191,0.53639,163,2019,0.999335,-40.000
39.71490939444445,-105.11522513611109,1693.7122,0.53611,163,2019,0.999335,-39.475
39.71490939722222,-105.11522513611109,1693.7174,0.53583,163,2019,0.999335,-39.540
39.71490939444445,-105.11522508888886,1693.7219,0.53556,163,2019,0.999335,-39.522
39.7149094,-105.11522514999999,1693.7175,0.53528,163,2019,0.999335,-39.594
39.71490938611113,-105.11522518888889,1693.7159,0.53500,163,2019,0.999335,-39.628
39.71490937222222,-105.11522524166666,1693.7125,0.53472,163,2019,0.999335,-39.516
39.71490940555556,-105.1152252027778,1693.7135,0.53444,163,2019,0.999335,-38.843
39.71490939722222,-105.11522524722223,1693.7123,0.53417,163,2019,0.999335,-38.505
39.71490941944445,-105.11522523333332,1693.7103,0.53389,163,2019,0.999335,-38.515
39.714909375000005,-105.11522523055554,1693.7096,0.53361,163,2019,0.999335,-37.844
39.71490936944445,-105.11522524722223,1693.7133,0.53333,163,2019,0.999335,-39.112
39.714909375000005,-105.11522523055554,1693.7107,0.53306,163,2019,0.999335,-38.423
39.71490932500001,-105.11522521944443,1693.7104,0.53278,163,2019,0.999335,-39.604
39.714909358333344,-105.11522520555555,1693.7094,0.53250,163,2019,0.999335,-39.270
39.71490939444445,-105.11522524722223,1693.7087,0.53222,163,2019,0.999335,-38.510
39.71490940555556,-105.11522521111111,1693.7078,0.53194,163,2019,0.999335,-39.293
39.71490942777779,-105.11522525000001,1693.6993,0.53167,163,2019,0.999335,-38.882
39.71490938333335,-105.11522520000001,1693.6962,0.53139,163,2019,0.999335,-38.524
39.71490941388889,-105.11522524722223,1693.6931,0.53111,163,2019,0.999335,-38.520
39.71490940277778,-105.11522523055554,1693.6939,0.53083,163,2019,0.999335,-38.726
39.71490937222222,-105.11522523333332,1693.7029,0.53056,163,2019,0.999335,-38.750
39.71490944444444,-105.115225275,1693.6935,0.53028,163,2019,0.999335,-38.933
