N1000939.DNG,2019:03:11 14:58:28,15.6,100,1/1600
N1000940.DNG,2019:03:11 14:58:29,15.6,100,1/1600
N1000941.DNG,2019:03:11 14:58:30,15.6,100,1/1600
N1000942.DNG,2019:03:11 14:58:31,15.6,100,1/1600
N1000943.DNG,2019:03:11 14:58:32,15.6,100,1/1600
N1000944.DNG,2019:03:11 14:58:33,15.6,100,1/1600
N1000945.DNG,2019:03:11 14:58:34,15.6,100,1/1600
N1000946.DNG,2019:03:11 14:58:35,15.6,100,1/1600
N1000947.DNG,2019:03:11 14:58:36,15.6,100,1/1600
N1000948.DNG,2019:03:11 14:58:37,15.6,100,1/1600
N1000949.DNG,2019:03:11 14:58:38,15.6,100,1/1600
N1000950.DNG,2019:03:11 14:58:39,15.6,100,1/1600
N1000951.DNG,2019:03:11 14:58:40,15.6,100,1/1600
N1000952.DNG,2019:03:11 14:58:41,15.6,100,1/1600
N1000953.DNG,2019:03:11 14:58:42,15.6,100,1/1600
N1000954.DNG,2019:03:11 14:58:43,15.6,100,1/1600
N1000955.DNG,2019:03:11 14:58:44,15.6,100,1/1600
N1000956.DNG,2019:03:11 14:58:45,15.6,100,1/1600
N1000957.DNG,2019:03:11 14:58:46,15.6,100,1/1600
N1000958.DNG,2019:03:11 14:58:47,15.6,100,1/1600
N1000959.DNG,2019:03:11 14:58:48,15.6,100,1/1600
N1000960.DNG,2019:03:11 14:58:49,15.6,100,1/1600
N1000961.DNG,2019:03:11 14:58:50,15.6,100,1/1600
N1000962.DNG,2019:03:11 14:58:51,15.6,100,1/1600
N1000963.DNG,2019:03:11 14:58:52,15.6,100,1/1600
N1000964.DNG,2019:03:11 14:58:53,15.6,100,1/1600
N1000965.DNG,2019:03:11 14:58:54,15.6,100,1/1600
N1000966.DNG,2019:03:11 14:58:55,15.6,100,1/1600
N1000967.DNG,2019:03:11 14:58:56,15.6,100,1/1600
N1000968.DNG,2019:03:11 14:58:57,15.6,100,1/1600
N1000969.DNG,2019:03:11 14:58:58,15.6,100,1/1600
N1000970.DNG,2019:03:11 14:58:59,15.6,100,1/1600
N1000971.DNG,2019:03:11 14:59:00,15.6,100,1/1600
N1000972.DNG,2019:03:11 14:59:01,15.6,100,1/1600
N1000973.DNG,2019:03:11 14:59:02,15.6,100,1/1600
N1000974.DNG,2019:03:11 14:59:03,15.6,100,1/1600
N1000975.DNG,2019:03:11 14:59:04,15.6,100,1/1600
N1000976.DNG,2019:03:11 14:59:05,15.6,100,1/1600
N1000977.DNG,2019:03:11 14:59:06,15.6,100,1/1600
N1000978.DNG,2019:03:11 14:59:07,15.6,100,1/1600
N1000979.DNG,2019:03:11 14:59:08,15.6,100,1/1600
N1000980.DNG,2019:03:11 14:59:09,15.6,100,1/1600
N1000981.DNG,2019:03:11 14:59:10,15.6,100,1/1600
N1000982.DNG,2019:03:11 14:59:11,15.6,100,1/1600
N1000983.DNG,2019:03:11 14:59:12,15.6,100,1/1600
N1000984.DNG,2019:03:11 14:59:13,15.6,100,1/1600
N1000985.DNG,2019:03:11 14:59:14,15.6,100,1/1600
N1000986.DNG,2019:03:11 14:59:15,15.6,100,1/1600
N1000987.DNG,2019:03:11 14:59:16,15.6,100,1/1600
N1000988.DNG,2019:03:11 14:59:17,15.6,100,1/1600
N1000989.DNG,2019:03:11 14:59:18,15.6,100,1/1600
N1000990.DNG,2019:03:11 14:59:19,15.6,100,1/1600
N1000991.DNG,2019:03:11 14:59:20,15.6,100,1/1600
N1000992.DNG,2019:03:11 14:59:21,15.6,100,1/1600
N1000993.DNG,2019:03:11 14:59:22,15.6,100,1/1600
N1000994.DNG,2019:03:11 14:59:23,15.6,100,1/1600
N1000995.DNG,2019:03:11 14:59:24,15.6,100,1/1600
N1000996.DNG,2019:03:11 14:59:25,15.6,100,1/1600
N1000997.DNG,2019:03:11 14:59:26,15.6,100,1/1600
N1000998.DNG,2019:03:11 14:59:27,15.6,100,1/1600
N1000999.DNG,2019:03:11 14:59:28,15.6,100,1/1600
N1001000.DNG,2019:03:11 14:59:29,15.6,100,1/1600
N1001001.DNG,2019:03:11 14:59:30,15.6,100,1/1600
N1001002.DNG,2019:03:11 14:59:31,15.6,100,1/1600
N1001003.DNG,2019:03:11 14:59:32,15.6,100,1/1600
N1001004.DNG,2019:03:11 14:59:33,15.6,100,1/1600
N1001005.DNG,2019:03:11 14:59:34,15.6,100,1/1600
N1001006.DNG,2019:03:11 14:59:35,15.6,100,1/1600
N1001007.DNG,2019:03:11 14:59:36,15.6,100,1/1600
N1001008.DNG,2019:03:11 14:59:37,15.6,100,1/1600
N1001009.DNG,2019:03:11 14:59:38,15.6,100,1/1600
N1001010.DNG,2019:03:11 14:59:39,15.6,100,1/1600
N1001011.DNG,2019:03:11 14:59:40,15.6,100,1/1600
N1001012.DNG,2019:03:11 14:59:41,15.6,100,1/1600
N1001013.DNG,2019:03:11 14:59:42,15.6,100,1/1600
N1001014.DNG,2019:03:11 14:59:43,15.6,100,1/1600
N1001015.DNG,2019:03:11 14:59:44,15.6,100,1/1600
N1001016.DNG,2019:03:11 14:59:45,15.6,100,1/1600
N1001017.DNG,2019:03:11 14:59:46,15.6,100,1/1600
N1001018.DNG,2019:03:11 14:59:47,15.6,100,1/1600
N1001019.DNG,2019:03:11 14:59:48,15.6,100,1/1600
N1001020.DNG,2019:03:11 14:59:49,15.6,100,1/1600
N1001021.DNG,2019:03:11 14:59:50,15.6,100,1/1600
N1001022.DNG,2019:03:11 14:59:51,15.6,100,1/1600
N1001023.DNG,2019:03:11 14:59:52,15.6,100,1/1600
N1001024.DNG,2019:03:11 14:59:53,15.6,100,1/1600
N1001025.DNG,2019:03:11 14:59:54,15.6,100,1/1600
N1001026.DNG,2019:03:11 14:59:55,15.6,100,1/1600
N1001027.DNG,2019:03:11 14:59:56,15.6,100,1/1600
N1001028.DNG,2019:03:11 14:59:57,15.6,100,1/1600
N1001029.DNG,2019:03:11 14:59:58,15.6,100,1/1600
N1001030.DNG,2019:03:11 14:59:59,15.6,100,1/1600
N1001031.DNG,2019:03:11 15:00:00,15.6,100,1/1600
N1001032.DNG,2019:03:11 15:00:01,15.6,100,1/1600
N1001033.DNG,2019:03:11 15:00:02,15.6,100,1/1600
N1001034.DNG,2019:03:11 15:00:03,15.6,100,1/1600
N1001035.DNG,2019:03:11 15:00:04,15.6,100,1/1600
N1001036.DNG,2019:03:11 15:00:05,15.6,100,1/1600
N1001037.DNG,2019:03:11 15:00:06,15.6,100,1/1600
N1001038.DNG,2019:03:11 15:00:07,15.6,100,1/1600
N1001039.DNG,2019:03:11 15:00:08,15.6,100,1/1600
N1001040.DNG,2019:03:11 15:00:09,15.6,100,1/1600
N1001041.DNG,2019:03:11 15:00:10,15.6,100,1/1600
N1001042.DNG,2019:03:11 15:00:11,15.6,100,1/1600
N1001043.DNG,2019:03:11 15:00:12,15.6,100,1/1600
N1001044.DNG,2019:03:11 15:00:13,15.6,100,1/1600
N1001045.DNG,2019:03:11 15:00:14,15.6,100,1/1600
N1001046.DNG,2019:03:11 15:00:15,15.6,100,1/1600
N1001047.DNG,2019:03:11 15:00:16,15.6,100,1/1600
N1001048.DNG,2019:03:11 15:00:17,15.6,100,1/1600
N1001049.DNG,2019:03:11 15:00:18,15.6,100,1/1600
N1001050.DNG,2019:03:11 15:00:19,15.6,100,1/1600
N1001051.DNG,2019:03:11 15:00:20,15.6,100,1/1600
N1001052.DNG,2019:03:11 15:00:21,15.6,100,1/1600
N1001053.DNG,2019:03:11 15:00:22,15.6,100,1/1600
N1001054.DNG,2019:03:11 15:00:23,15.6,100,1/1600
N1001055.DNG,2019:03:11 15:00:24,15.6,100,1/1600
N1001056.DNG,2019:03:11 15:00:25,15.6,100,1/1600
N1001057.DNG,2019:03:11 15:00:26,15.6,100,1/1600
N1001058.DNG,2019:03:11 15:00:27,15.6,100,1/1600
N1001059.DNG,2019:03:11 15:00:28,15.6,100,1/1600
N1001060.DNG,2019:03:11 15:00:29,15.6,100,1/1600
N1001061.DNG,2019:03:11 15:00:30,15.6,100,1/1600
N1001062.DNG,2019:03:11 15:00:31,15.6,100,1/1600
N1001063.DNG,2019:03:11 15:00:32,15.6,100,1/1600
N1001064.DNG,2019:03:11 15:00:33,15.6,100,1/1600
N1001065.DNG,2019:03:11 15:00:34,15.6,100,1/1600
N1001066.DNG,2019:03:11 15:00:35,15.6,100,1/1600
N1001067.DNG,2019:03:11 15:00:36,15.6,100,1/1600
N1001068.DNG,2019:03:11 15:00:37,15.6,100,1/1600
N1001069.DNG,2019:03:11 15:00:38,15.6,100,1/1600
N1001070.DNG,2019:03:11 15:00:39,15.6,100,1/1600
N1001071.DNG,2019:03:11 15:00:40,15.6,100,1/1600
N1001072.DNG,2019:03:11 15:00:41,15.6,100,1/1600
N1001073.DNG,2019:03:11 15:00:42,15.6,100,1/1600
N1001074.DNG,2019:03:11 15:00:43,15.6,100,1/1600
N1001075.DNG,2019:03:11 15:00:44,15.6,100,1/1600
N1001076.DNG,2019:03:11 15:00:45,15.6,100,1/1600
N1001077.DNG,2019:03:11 15:00:46,15.6,100,1/1600
N1001078.DNG,2019:03:11 15:00:47,15.6,100,1/1600
N1001079.DNG,2019:03:11 15:00:48,15.6,100,1/1600
N1001080.DNG,2019:03:11 15:00:49,15.6,100,1/1600
